
7月 11, 2018 11:06:00.73 NEW SESSION
7月 11, 2018 11:06:00.73 [5148:6728:0711/110600.726:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:08:28.88 [5148:6728:0711/110828.888:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:11:31.00 [5148:6728:0711/111131.006:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:15:30.56 [5148:6728:0711/111530.563:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:20:32.22 [5148:6728:0711/112032.228:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:28:00.34 [5148:6728:0711/112800.347:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:40:06.36 [5148:6728:0711/114006.365:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 11:52:12.38 [5148:6728:0711/115212.381:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 12:04:18.42 [5148:6728:0711/120418.427:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 12:16:24.45 [5148:6728:0711/121624.451:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 12:28:30.56 [5148:6728:0711/122830.568:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 12:40:36.63 [5148:6728:0711/124036.635:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 12:52:42.69 [5148:6728:0711/125242.689:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 13:04:48.70 [5148:6728:0711/130448.702:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 13:16:54.73 [5148:6728:0711/131654.737:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 13:29:00.76 [5148:6728:0711/132900.759:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 13:41:06.83 [5148:6728:0711/134106.835:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 11, 2018 13:53:13.09 [5148:6728:0711/135313.089:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.

7月 15, 2018 22:37:39.17 NEW SESSION
7月 15, 2018 22:37:39.17 [6332:5160:0715/223739.166:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 15, 2018 22:40:14.03 [6332:5160:0715/224014.034:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 15, 2018 22:43:18.62 [6332:5160:0715/224318.620:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 15, 2018 22:47:20.32 [6332:5160:0715/224720.326:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 15, 2018 22:52:54.06 [6332:5160:0715/225254.067:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.

7月 16, 2018 16:52:32.40 NEW SESSION
7月 16, 2018 16:52:32.40 [1332:5604:0716/165232.396:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 16, 2018 16:52:57.67 [1332:5604:0716/165257.674:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 16, 2018 16:53:48.03 [1332:5604:0716/165348.033:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 16, 2018 16:55:27.42 [1332:5604:0716/165527.424:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 16, 2018 16:59:05.51 [1332:5604:0716/165905.513:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 16, 2018 17:05:52.37 [1332:5604:0716/170552.371:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.

7月 17, 2018 09:54:38.67 NEW SESSION
7月 17, 2018 09:54:38.67 [3200:5112:0717/095438.666:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 09:57:34.45 [3200:5112:0717/095734.453:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:00:55.33 [3200:5112:0717/100055.330:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:05:00.33 [3200:5112:0717/100500.329:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:10:48.60 [3200:5112:0717/101048.604:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:14:42.13 [3200:4864:0717/101442.131:ERROR:ssl_client_socket_impl.cc(1054)] handshake failed; returned -1, SSL error code 1, net_error -101
7月 17, 2018 10:14:42.15 [3200:4864:0717/101442.156:ERROR:ssl_client_socket_impl.cc(1054)] handshake failed; returned -1, SSL error code 1, net_error -101
7月 17, 2018 10:14:43.82 [3200:4864:0717/101443.828:ERROR:ssl_client_socket_impl.cc(1054)] handshake failed; returned -1, SSL error code 1, net_error -101
7月 17, 2018 10:14:43.85 [3200:4864:0717/101443.852:ERROR:ssl_client_socket_impl.cc(1054)] handshake failed; returned -1, SSL error code 1, net_error -101
7月 17, 2018 10:20:07.42 [3200:5112:0717/102007.419:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:32:34.46 [3200:5112:0717/103234.467:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:45:01.52 [3200:5112:0717/104501.523:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 10:57:28.56 [3200:5112:0717/105728.560:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 11:09:55.59 [3200:5112:0717/110955.594:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 11:22:22.63 [3200:5112:0717/112222.634:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 11:34:49.74 [3200:5112:0717/113449.744:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 11:47:17.74 [3200:5112:0717/114717.744:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
7月 17, 2018 11:54:53.84 [3200:4864:0717/115453.847:ERROR:service_manager.cc(158)] Connection InterfaceProviderSpec prevented service: content_plugin from binding interface: memory_instrumentation::mojom::Coordinator exposed by: content_browser
7月 17, 2018 11:55:05.50 [3200:4864:0717/115505.505:ERROR:service_manager.cc(158)] Connection InterfaceProviderSpec prevented service: content_plugin from binding interface: memory_instrumentation::mojom::Coordinator exposed by: content_browser

7月 27, 2018 09:48:10.14 NEW SESSION
7月 27, 2018 09:48:10.14 [5432:5416:0727/094810.142:ERROR:install_util.cc(589)] Unable to create registry key HKLM\SOFTWARE\Policies\Google\Chrome for reading result=2
7月 27, 2018 09:48:53.08 [2068:3724:0727/094853.081:ERROR:install_util.cc(589)] Unable to create registry key HKLM\SOFTWARE\Policies\Google\Chrome for reading result=2

7月 27, 2018 15:56:33.87 NEW SESSION
7月 27, 2018 15:56:33.87 [3024:4668:0727/155633.867:ERROR:install_util.cc(589)] Unable to create registry key HKLM\SOFTWARE\Policies\Google\Chrome for reading result=2
7月 27, 2018 16:35:06.58 
7月 27, 2018 16:35:06.58 runtime error R6016
7月 27, 2018 16:35:06.59 - not enough space for thread data
7月 27, 2018 17:47:21.05 
7月 27, 2018 17:47:21.05 runtime error R6016
7月 27, 2018 17:47:21.06 - not enough space for thread data

7月 29, 2018 13:32:15.54 NEW SESSION
7月 29, 2018 13:32:15.54 [4872:1288:0729/133215.536:ERROR:install_util.cc(589)] Unable to create registry key HKLM\SOFTWARE\Policies\Google\Chrome for reading result=2
7月 29, 2018 13:32:15.99 [4872:1288:0729/133215.993:ERROR:in_progress_cache_impl.cc(188)] Cache is not initialized, cannot RetrieveEntry.
7月 29, 2018 14:39:08.42 
7月 29, 2018 14:39:08.42 runtime error R6016
7月 29, 2018 14:39:08.42 - not enough space for thread data
7月 29, 2018 14:53:28.53 Unable to read VR Path Registry from C:\Users\Rong\AppData\Local\openvr\openvrpaths.vrpath
7月 29, 2018 14:53:28.53 [4872:1288:0729/145328.532:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:30.09 [4872:1288:0729/145330.095:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:31.66 [4872:1288:0729/145331.662:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:33.22 [4872:1288:0729/145333.222:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:34.79 [4872:1288:0729/145334.790:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:36.35 [4872:1288:0729/145336.357:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:37.91 [4872:1288:0729/145337.918:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:53:39.48 [4872:1288:0729/145339.481:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:39.56 [4872:1288:0729/145439.563:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:41.13 [4872:1288:0729/145441.134:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:42.69 [4872:1288:0729/145442.696:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:44.26 [4872:1288:0729/145444.265:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:45.82 [4872:1288:0729/145445.827:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:47.39 [4872:1288:0729/145447.391:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:48.95 [4872:1288:0729/145448.957:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:50.52 [4872:1288:0729/145450.525:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:52.08 [4872:1288:0729/145452.086:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:53.64 [4872:1288:0729/145453.646:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:55.21 [4872:1288:0729/145455.209:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:56.77 [4872:1288:0729/145456.774:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:58.33 [4872:1288:0729/145458.331:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:54:59.89 [4872:1288:0729/145459.892:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:01.45 [4872:1288:0729/145501.450:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:03.01 [4872:1288:0729/145503.015:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:04.57 [4872:1288:0729/145504.572:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:06.13 [4872:1288:0729/145506.135:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:07.70 [4872:1288:0729/145507.704:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:09.26 [4872:1288:0729/145509.267:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:10.83 [4872:1288:0729/145510.829:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:12.39 [4872:1288:0729/145512.393:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:13.95 [4872:1288:0729/145513.957:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:15.51 [4872:1288:0729/145515.517:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:17.08 [4872:1288:0729/145517.082:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:18.65 [4872:1288:0729/145518.650:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:20.21 [4872:1288:0729/145520.215:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:27.40 [4872:1288:0729/145527.401:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:28.97 [4872:1288:0729/145528.970:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:30.53 [4872:1288:0729/145530.533:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:32.10 [4872:1288:0729/145532.099:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:33.67 [4872:1288:0729/145533.669:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:35.23 [4872:1288:0729/145535.235:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:36.80 [4872:1288:0729/145536.805:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:38.37 [4872:1288:0729/145538.373:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:39.94 [4872:1288:0729/145539.939:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:41.51 [4872:1288:0729/145541.510:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:43.07 [4872:1288:0729/145543.076:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:44.65 [4872:1288:0729/145544.654:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:46.22 [4872:1288:0729/145546.221:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:47.79 [4872:1288:0729/145547.789:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:49.36 [4872:1288:0729/145549.361:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:50.93 [4872:1288:0729/145550.936:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
7月 29, 2018 14:55:52.50 [4872:1288:0729/145552.503:ERROR:latency_info.cc(164)] Display::DrawAndSwap, LatencyInfo vector size 102 is too big.
